id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
332869;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.74;;;;"=""2020-12-30 01:49:48.934"""
332870;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 01:49:49.379"""
332871;W_Balkon_cyrspec_temp;zwave;Temperature;2.62;;;;"=""2020-12-30 01:52:44.028"""
332872;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.67;;;;"=""2020-12-30 01:52:44.188"""
332873;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 01:52:44.693"""
332874;W_Balkon_cyrspec_temp;zwave;Temperature;2.51;;;;"=""2020-12-30 01:55:43.476"""
332875;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.16;;;;"=""2020-12-30 01:55:43.653"""
332876;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 01:55:44.113"""
332877;W_Balkon_cyrspec_temp;zwave;Temperature;3.41;;;;"=""2020-12-30 01:58:48.538"""
332878;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.99;;;;"=""2020-12-30 01:58:48.699"""
332879;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 01:58:49.195"""
332880;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 02:00:46.351"""
332881;W_Balkon_cyrspec_temp;zwave;Temperature;4.44;;;;"=""2020-12-30 02:01:56.077"""
332882;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.65;;;;"=""2020-12-30 02:01:56.249"""
332883;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:01:56.805"""
332884;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 02:04:07.708"""
332885;W_Balkon_cyrspec_temp;zwave;Temperature;4.65;;;;"=""2020-12-30 02:05:01.673"""
332886;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.74;;;;"=""2020-12-30 02:05:01.803"""
332887;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:05:02.300"""
332888;W_Balkon_cyrspec_temp;zwave;Temperature;4.83;;;;"=""2020-12-30 02:08:02.904"""
332889;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.6;;;;"=""2020-12-30 02:08:03.077"""
332890;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:08:03.547"""
332891;W_Balkon_cyrspec_temp;zwave;Temperature;4.9;;;;"=""2020-12-30 02:11:01.829"""
332892;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.12;;;;"=""2020-12-30 02:11:02.001"""
332893;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:11:02.480"""
332894;W_Balkon_cyrspec_temp;zwave;Temperature;4.57;;;;"=""2020-12-30 02:13:56.934"""
332895;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.31;;;;"=""2020-12-30 02:13:57.100"""
332896;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:13:57.629"""
332897;W_Balkon_cyrspec_temp;zwave;Temperature;4.57;;;;"=""2020-12-30 02:17:01.978"""
332898;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.83;;;;"=""2020-12-30 02:17:02.164"""
332899;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:17:02.643"""
332900;W_Balkon_cyrspec_temp;zwave;Temperature;5.01;;;;"=""2020-12-30 02:19:59.135"""
332901;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.07;;;;"=""2020-12-30 02:19:59.305"""
332902;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:19:59.776"""
332903;W_Balkon_cyrspec_temp;zwave;Temperature;4.83;;;;"=""2020-12-30 02:22:54.262"""
332904;W_Balkon_cyrspec_moist;zwave;MoistPercent;117.49;;;;"=""2020-12-30 02:22:54.425"""
332905;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:22:55.016"""
332906;W_Balkon_cyrspec_temp;zwave;Temperature;4.16;;;;"=""2020-12-30 02:25:49.356"""
332907;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.96;;;;"=""2020-12-30 02:25:49.523"""
332908;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:25:49.953"""
332909;W_Balkon_cyrspec_temp;zwave;Temperature;3.72;;;;"=""2020-12-30 02:28:48.658"""
332910;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.87;;;;"=""2020-12-30 02:28:48.825"""
332911;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:28:49.301"""
332912;H_Eingag_cyrspec_temp;zwave;Temperature;5.09;;;;"=""2020-12-30 02:31:22.216"""
332913;H_Eingag_cyrspec_moist;zwave;MoistPercent;77.8;;;;"=""2020-12-30 02:31:22.254"""
332914;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2020-12-30 02:31:22.886"""
332915;W_Balkon_cyrspec_temp;zwave;Temperature;3.36;;;;"=""2020-12-30 02:31:43.806"""
332916;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.87;;;;"=""2020-12-30 02:31:43.988"""
332917;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:31:44.440"""
332918;W_Balkon_cyrspec_temp;zwave;Temperature;2.97;;;;"=""2020-12-30 02:34:38.968"""
332919;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.35;;;;"=""2020-12-30 02:34:39.133"""
332920;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:34:39.684"""
332921;W_Balkon_cyrspec_temp;zwave;Temperature;2.74;;;;"=""2020-12-30 02:37:34.173"""
332922;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.23;;;;"=""2020-12-30 02:37:34.332"""
332923;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:37:34.845"""
332924;W_Balkon_cyrspec_temp;zwave;Temperature;2.53;;;;"=""2020-12-30 02:40:33.511"""
332925;W_Balkon_cyrspec_moist;zwave;MoistPercent;115.17;;;;"=""2020-12-30 02:40:33.677"""
332926;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:40:34.242"""
332927;W_Balkon_cyrspec_temp;zwave;Temperature;2.33;;;;"=""2020-12-30 02:43:28.700"""
332928;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.95;;;;"=""2020-12-30 02:43:28.870"""
332929;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:43:29.375"""
332930;W_Balkon_cyrspec_temp;zwave;Temperature;2.45;;;;"=""2020-12-30 02:46:23.958"""
332931;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.82;;;;"=""2020-12-30 02:46:24.136"""
332932;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:46:24.568"""
332933;W_Balkon_cyrspec_temp;zwave;Temperature;2.41;;;;"=""2020-12-30 02:49:25.264"""
332934;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.14;;;;"=""2020-12-30 02:49:25.435"""
332935;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:49:25.907"""
332936;W_Balkon_cyrspec_temp;zwave;Temperature;2.22;;;;"=""2020-12-30 02:52:20.495"""
332937;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.27;;;;"=""2020-12-30 02:52:20.652"""
332938;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:52:21.105"""
332939;W_Balkon_cyrspec_temp;zwave;Temperature;2.03;;;;"=""2020-12-30 02:55:15.757"""
332940;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.59;;;;"=""2020-12-30 02:55:15.926"""
332941;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:55:16.503"""
332942;W_Balkon_cyrspec_temp;zwave;Temperature;1.91;;;;"=""2020-12-30 02:58:11.055"""
332943;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.21;;;;"=""2020-12-30 02:58:11.247"""
332944;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 02:58:11.645"""
332945;Drehwand;turn;93-0;52.75;25.80;26.95;4437;"=""2020-12-30 02:59:06.970"""
332946;W_Balkon_cyrspec_temp;zwave;Temperature;1.82;;;;"=""2020-12-30 03:01:10.518"""
332947;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.06;;;;"=""2020-12-30 03:01:10.677"""
332948;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:01:11.134"""
332949;W_Balkon_cyrspec_temp;zwave;Temperature;1.78;;;;"=""2020-12-30 03:04:05.789"""
332950;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.45;;;;"=""2020-12-30 03:04:05.917"""
332951;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:04:06.400"""
332952;W_Balkon_cyrspec_temp;zwave;Temperature;1.71;;;;"=""2020-12-30 03:07:01.048"""
332953;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.22;;;;"=""2020-12-30 03:07:01.232"""
332954;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:07:01.689"""
332955;W_Balkon_cyrspec_temp;zwave;Temperature;1.64;;;;"=""2020-12-30 03:10:00.496"""
332956;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.23;;;;"=""2020-12-30 03:10:00.680"""
332957;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:10:01.124"""
332958;W_Balkon_cyrspec_temp;zwave;Temperature;1.61;;;;"=""2020-12-30 03:12:55.825"""
332959;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.59;;;;"=""2020-12-30 03:12:55.997"""
332960;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:12:56.437"""
332961;K_Fen_Oben_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 03:15:02.519"""
332962;W_Balkon_cyrspec_temp;zwave;Temperature;1.56;;;;"=""2020-12-30 03:15:51.206"""
332963;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.73;;;;"=""2020-12-30 03:15:51.377"""
332964;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:15:51.958"""
332965;K_Fen_Oben_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 03:16:31.714"""
332966;W_Balkon_cyrspec_temp;zwave;Temperature;1.52;;;;"=""2020-12-30 03:18:46.470"""
332967;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.58;;;;"=""2020-12-30 03:18:46.641"""
332968;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:18:47.110"""
332969;W_Balkon_cyrspec_temp;zwave;Temperature;1.49;;;;"=""2020-12-30 03:21:46.007"""
332970;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.3;;;;"=""2020-12-30 03:21:46.176"""
332971;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:21:46.624"""
332972;W_Balkon_cyrspec_temp;zwave;Temperature;1.45;;;;"=""2020-12-30 03:24:41.424"""
332973;W_Balkon_cyrspec_moist;zwave;MoistPercent;112;;;;"=""2020-12-30 03:24:41.602"""
332974;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:24:42.028"""
332975;W_Balkon_cyrspec_temp;zwave;Temperature;1.43;;;;"=""2020-12-30 03:27:36.859"""
332976;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.05;;;;"=""2020-12-30 03:27:37.028"""
332977;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:27:37.595"""
332978;W_Balkon_cyrspec_temp;zwave;Temperature;1.37;;;;"=""2020-12-30 03:30:36.435"""
332979;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.62;;;;"=""2020-12-30 03:30:36.607"""
332980;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:30:37.232"""
332981;W_Balkon_cyrspec_temp;zwave;Temperature;1.29;;;;"=""2020-12-30 03:33:31.876"""
332982;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.05;;;;"=""2020-12-30 03:33:32.044"""
332983;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:33:32.625"""
332984;W_Balkon_cyrspec_temp;zwave;Temperature;1.28;;;;"=""2020-12-30 03:36:27.286"""
332985;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.52;;;;"=""2020-12-30 03:36:27.459"""
332986;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:36:27.895"""
332987;W_Balkon_cyrspec_temp;zwave;Temperature;1.25;;;;"=""2020-12-30 03:39:22.729"""
332988;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.37;;;;"=""2020-12-30 03:39:22.881"""
332989;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:39:23.373"""
332990;W_Balkon_cyrspec_temp;zwave;Temperature;1.19;;;;"=""2020-12-30 03:42:22.296"""
332991;W_Balkon_cyrspec_moist;zwave;MoistPercent;105.7;;;;"=""2020-12-30 03:42:22.467"""
332992;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:42:22.933"""
332993;W_Balkon_cyrspec_temp;zwave;Temperature;1.15;;;;"=""2020-12-30 03:45:17.707"""
332994;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.92;;;;"=""2020-12-30 03:45:17.869"""
332995;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:45:18.447"""
332996;W_Balkon_cyrspec_temp;zwave;Temperature;1.14;;;;"=""2020-12-30 03:48:13.139"""
332997;W_Balkon_cyrspec_moist;zwave;MoistPercent;107.21;;;;"=""2020-12-30 03:48:13.305"""
332998;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:48:13.756"""
332999;W_Balkon_cyrspec_temp;zwave;Temperature;2.23;;;;"=""2020-12-30 03:54:13.337"""
333000;W_Balkon_cyrspec_moist;zwave;MoistPercent;108;;;;"=""2020-12-30 03:54:13.504"""
333001;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:54:13.984"""
333002;W_Balkon_cyrspec_temp;zwave;Temperature;3.4;;;;"=""2020-12-30 03:57:29.956"""
333003;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.86;;;;"=""2020-12-30 03:57:30.137"""
333004;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 03:57:30.567"""
333005;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 03:58:10.935"""
333006;W_Balkon_cyrspec_temp;zwave;Temperature;3.82;;;;"=""2020-12-30 04:00:29.728"""
333007;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.14;;;;"=""2020-12-30 04:00:29.900"""
333008;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:00:30.357"""
333009;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 04:01:34.263"""
333010;W_Balkon_cyrspec_temp;zwave;Temperature;4.19;;;;"=""2020-12-30 04:03:35.562"""
333011;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.27;;;;"=""2020-12-30 04:03:35.730"""
333012;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:03:36.303"""
333013;W_Balkon_cyrspec_temp;zwave;Temperature;4.38;;;;"=""2020-12-30 04:06:38.496"""
333014;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.92;;;;"=""2020-12-30 04:06:38.663"""
333015;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:06:39.258"""
333016;W_Balkon_cyrspec_temp;zwave;Temperature;3.9;;;;"=""2020-12-30 04:09:33.677"""
333017;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.62;;;;"=""2020-12-30 04:09:33.847"""
333018;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:09:34.287"""
333019;W_Balkon_cyrspec_temp;zwave;Temperature;3.34;;;;"=""2020-12-30 04:12:28.895"""
333020;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.54;;;;"=""2020-12-30 04:12:29.057"""
333021;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:12:29.524"""
333022;W_Balkon_cyrspec_temp;zwave;Temperature;2.68;;;;"=""2020-12-30 04:15:28.293"""
333023;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.3;;;;"=""2020-12-30 04:15:28.434"""
333024;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:15:28.893"""
333025;W_Balkon_cyrspec_temp;zwave;Temperature;2.32;;;;"=""2020-12-30 04:18:23.480"""
333026;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.01;;;;"=""2020-12-30 04:18:23.656"""
333027;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:18:24.089"""
333028;W_Balkon_cyrspec_temp;zwave;Temperature;2.11;;;;"=""2020-12-30 04:21:18.727"""
333029;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.38;;;;"=""2020-12-30 04:21:18.869"""
333030;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:21:19.326"""
333031;W_Balkon_cyrspec_temp;zwave;Temperature;1.88;;;;"=""2020-12-30 04:24:18.102"""
333032;W_Balkon_cyrspec_moist;zwave;MoistPercent;108.45;;;;"=""2020-12-30 04:24:18.244"""
333033;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:24:18.685"""
333034;W_Balkon_cyrspec_temp;zwave;Temperature;1.82;;;;"=""2020-12-30 04:27:13.362"""
333035;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.01;;;;"=""2020-12-30 04:27:13.523"""
333036;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:27:14.003"""
333037;W_Balkon_cyrspec_temp;zwave;Temperature;1.68;;;;"=""2020-12-30 04:30:08.614"""
333038;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.45;;;;"=""2020-12-30 04:30:08.781"""
333039;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:30:09.225"""
333040;W_Balkon_cyrspec_temp;zwave;Temperature;2.01;;;;"=""2020-12-30 04:33:07.815"""
333041;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.64;;;;"=""2020-12-30 04:33:07.988"""
333042;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:33:08.482"""
333043;W_Balkon_cyrspec_temp;zwave;Temperature;1.71;;;;"=""2020-12-30 04:36:13.021"""
333044;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.79;;;;"=""2020-12-30 04:36:13.182"""
333045;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:36:13.634"""
333046;W_Balkon_cyrspec_temp;zwave;Temperature;1.09;;;;"=""2020-12-30 04:39:12.221"""
333047;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.45;;;;"=""2020-12-30 04:39:12.361"""
333048;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:39:12.812"""
333049;W_Balkon_cyrspec_temp;zwave;Temperature;1.02;;;;"=""2020-12-30 04:42:11.462"""
333050;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.36;;;;"=""2020-12-30 04:42:11.629"""
333051;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:42:12.088"""
333052;W_Balkon_cyrspec_temp;zwave;Temperature;1.27;;;;"=""2020-12-30 04:45:12.648"""
333053;W_Balkon_cyrspec_moist;zwave;MoistPercent;107.92;;;;"=""2020-12-30 04:45:12.823"""
333054;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:45:13.288"""
333055;W_Balkon_cyrspec_temp;zwave;Temperature;1.8;;;;"=""2020-12-30 04:48:21.884"""
333056;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.89;;;;"=""2020-12-30 04:48:22.058"""
333057;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:48:22.578"""
333058;W_Balkon_cyrspec_temp;zwave;Temperature;2.11;;;;"=""2020-12-30 04:51:24.980"""
333059;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.24;;;;"=""2020-12-30 04:51:25.152"""
333060;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:51:25.598"""
333061;W_Balkon_cyrspec_temp;zwave;Temperature;2.08;;;;"=""2020-12-30 04:54:20.244"""
333062;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.71;;;;"=""2020-12-30 04:54:20.413"""
333063;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:54:20.958"""
333064;W_Balkon_cyrspec_temp;zwave;Temperature;2.15;;;;"=""2020-12-30 04:57:19.693"""
333065;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.76;;;;"=""2020-12-30 04:57:19.883"""
333066;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 04:57:20.290"""
333067;W_Balkon_cyrspec_temp;zwave;Temperature;2.01;;;;"=""2020-12-30 05:00:14.991"""
333068;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.29;;;;"=""2020-12-30 05:00:15.164"""
333069;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:00:15.595"""
333070;W_Balkon_cyrspec_temp;zwave;Temperature;2.04;;;;"=""2020-12-30 05:03:10.296"""
333071;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.85;;;;"=""2020-12-30 05:03:10.466"""
333072;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:03:10.967"""
333073;W_Balkon_cyrspec_temp;zwave;Temperature;2.09;;;;"=""2020-12-30 05:06:05.555"""
333074;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.24;;;;"=""2020-12-30 05:06:05.728"""
333075;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:06:06.179"""
333076;W_Balkon_cyrspec_temp;zwave;Temperature;2.2;;;;"=""2020-12-30 05:09:04.951"""
333077;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.59;;;;"=""2020-12-30 05:09:05.109"""
333078;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:09:05.609"""
333079;W_Balkon_cyrspec_temp;zwave;Temperature;2.29;;;;"=""2020-12-30 05:12:00.220"""
333080;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.57;;;;"=""2020-12-30 05:12:00.362"""
333081;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:12:00.989"""
333082;W_Balkon_cyrspec_temp;zwave;Temperature;2.13;;;;"=""2020-12-30 05:14:55.403"""
333083;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.5;;;;"=""2020-12-30 05:14:55.570"""
333084;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:14:56.180"""
333085;H_Eingag_cyrspec_temp;zwave;Temperature;4.09;;;;"=""2020-12-30 05:15:48.116"""
333086;H_Eingag_cyrspec_moist;zwave;MoistPercent;81.53;;;;"=""2020-12-30 05:15:48.164"""
333087;H_Eingag_cyrspec_light;zwave;LightPercent;0.87;;;;"=""2020-12-30 05:15:48.704"""
333088;W_Balkon_cyrspec_temp;zwave;Temperature;2.02;;;;"=""2020-12-30 05:17:56.769"""
333089;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.44;;;;"=""2020-12-30 05:17:56.927"""
333090;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:17:57.508"""
333091;W_Balkon_cyrspec_temp;zwave;Temperature;2.31;;;;"=""2020-12-30 05:20:52.038"""
333092;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.58;;;;"=""2020-12-30 05:20:52.199"""
333093;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:20:52.621"""
333094;W_Balkon_cyrspec_temp;zwave;Temperature;2.2;;;;"=""2020-12-30 05:23:47.273"""
333095;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.34;;;;"=""2020-12-30 05:23:47.447"""
333096;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:23:47.893"""
333097;W_Balkon_cyrspec_temp;zwave;Temperature;3.32;;;;"=""2020-12-30 05:26:46.360"""
333098;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.28;;;;"=""2020-12-30 05:26:46.524"""
333099;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:26:46.962"""
333100;W_Balkon_cyrspec_temp;zwave;Temperature;3.33;;;;"=""2020-12-30 05:29:47.660"""
333101;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.04;;;;"=""2020-12-30 05:29:47.829"""
333102;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:29:48.266"""
333103;W_Balkon_cyrspec_temp;zwave;Temperature;3.13;;;;"=""2020-12-30 05:32:42.923"""
333104;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.6;;;;"=""2020-12-30 05:32:43.098"""
333105;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:32:43.516"""
333106;W_Balkon_cyrspec_temp;zwave;Temperature;2.83;;;;"=""2020-12-30 05:35:38.197"""
333107;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.62;;;;"=""2020-12-30 05:35:38.384"""
333108;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:35:38.829"""
333109;W_Balkon_cyrspec_temp;zwave;Temperature;2.32;;;;"=""2020-12-30 05:38:37.602"""
333110;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.23;;;;"=""2020-12-30 05:38:37.776"""
333111;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:38:38.199"""
333112;W_Balkon_cyrspec_temp;zwave;Temperature;1.92;;;;"=""2020-12-30 05:41:32.904"""
333113;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.21;;;;"=""2020-12-30 05:41:33.050"""
333114;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:41:33.642"""
333115;W_Balkon_cyrspec_temp;zwave;Temperature;2.43;;;;"=""2020-12-30 05:44:34.045"""
333116;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.66;;;;"=""2020-12-30 05:44:34.225"""
333117;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:44:34.866"""
333118;W_Balkon_cyrspec_temp;zwave;Temperature;2.57;;;;"=""2020-12-30 05:47:35.200"""
333119;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.49;;;;"=""2020-12-30 05:47:35.366"""
