id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
333120;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:47:35.911"""
333121;W_Balkon_cyrspec_temp;zwave;Temperature;2.15;;;;"=""2020-12-30 05:50:34.706"""
333122;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.44;;;;"=""2020-12-30 05:50:34.874"""
333123;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:50:35.318"""
333124;W_Balkon_cyrspec_temp;zwave;Temperature;1.88;;;;"=""2020-12-30 05:53:30.134"""
333125;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.65;;;;"=""2020-12-30 05:53:30.299"""
333126;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:53:30.775"""
333127;W_Balkon_cyrspec_temp;zwave;Temperature;1.76;;;;"=""2020-12-30 05:56:25.528"""
333128;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.5;;;;"=""2020-12-30 05:56:25.692"""
333129;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:56:26.150"""
333130;W_Balkon_cyrspec_temp;zwave;Temperature;1.71;;;;"=""2020-12-30 05:59:20.950"""
333131;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.28;;;;"=""2020-12-30 05:59:21.124"""
333132;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 05:59:21.560"""
333133;W_Balkon_cyrspec_temp;zwave;Temperature;1.79;;;;"=""2020-12-30 06:02:20.493"""
333134;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.56;;;;"=""2020-12-30 06:02:20.631"""
333135;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:02:21.193"""
333136;W_Balkon_cyrspec_temp;zwave;Temperature;2.56;;;;"=""2020-12-30 06:05:17.828"""
333137;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.22;;;;"=""2020-12-30 06:05:17.988"""
333138;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:05:18.563"""
333139;W_Balkon_cyrspec_temp;zwave;Temperature;3.24;;;;"=""2020-12-30 06:08:16.968"""
333140;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.94;;;;"=""2020-12-30 06:08:17.141"""
333141;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:08:17.731"""
333142;W_Balkon_cyrspec_temp;zwave;Temperature;3.45;;;;"=""2020-12-30 06:11:20.210"""
333143;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.56;;;;"=""2020-12-30 06:11:20.371"""
333144;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:11:20.821"""
333145;W_Balkon_cyrspec_temp;zwave;Temperature;3.78;;;;"=""2020-12-30 06:14:19.311"""
333146;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.12;;;;"=""2020-12-30 06:14:19.485"""
333147;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:14:19.909"""
333148;W_Balkon_cyrspec_temp;zwave;Temperature;3.55;;;;"=""2020-12-30 06:17:16.619"""
333149;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.85;;;;"=""2020-12-30 06:17:16.791"""
333150;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:17:17.254"""
333151;W_Balkon_cyrspec_temp;zwave;Temperature;2.81;;;;"=""2020-12-30 06:20:12.020"""
333152;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.72;;;;"=""2020-12-30 06:20:12.188"""
333153;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:20:12.623"""
333154;W_Balkon_cyrspec_temp;zwave;Temperature;2.31;;;;"=""2020-12-30 06:23:11.480"""
333155;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.35;;;;"=""2020-12-30 06:23:11.655"""
333156;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:23:12.119"""
333157;W_Balkon_cyrspec_temp;zwave;Temperature;1.97;;;;"=""2020-12-30 06:26:06.795"""
333158;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.69;;;;"=""2020-12-30 06:26:06.959"""
333159;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:26:07.399"""
333160;W_Balkon_cyrspec_temp;zwave;Temperature;1.74;;;;"=""2020-12-30 06:29:02.121"""
333161;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.86;;;;"=""2020-12-30 06:29:02.294"""
333162;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:29:02.773"""
333163;W_Balkon_cyrspec_temp;zwave;Temperature;1.52;;;;"=""2020-12-30 06:32:01.661"""
333164;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.48;;;;"=""2020-12-30 06:32:01.829"""
333165;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:32:02.282"""
333166;W_Balkon_cyrspec_temp;zwave;Temperature;1.41;;;;"=""2020-12-30 06:34:56.936"""
333167;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.56;;;;"=""2020-12-30 06:34:57.115"""
333168;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:34:57.596"""
333169;W_Balkon_cyrspec_temp;zwave;Temperature;1.3;;;;"=""2020-12-30 06:37:52.298"""
333170;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.79;;;;"=""2020-12-30 06:37:52.436"""
333171;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:37:52.991"""
333172;W_Balkon_cyrspec_temp;zwave;Temperature;1.18;;;;"=""2020-12-30 06:40:47.660"""
333173;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.75;;;;"=""2020-12-30 06:40:47.829"""
333174;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:40:48.283"""
333175;W_Balkon_cyrspec_temp;zwave;Temperature;1.12;;;;"=""2020-12-30 06:43:47.197"""
333176;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.69;;;;"=""2020-12-30 06:43:47.402"""
333177;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:43:47.837"""
333178;W_Balkon_cyrspec_temp;zwave;Temperature;1.02;;;;"=""2020-12-30 06:46:42.585"""
333179;W_Balkon_cyrspec_moist;zwave;MoistPercent;107.35;;;;"=""2020-12-30 06:46:42.764"""
333180;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:46:43.207"""
333181;W_Balkon_cyrspec_temp;zwave;Temperature;1;;;;"=""2020-12-30 06:49:37.923"""
333182;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.61;;;;"=""2020-12-30 06:49:38.092"""
333183;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:49:38.722"""
333184;W_Balkon_cyrspec_temp;zwave;Temperature;1.02;;;;"=""2020-12-30 06:52:33.317"""
333185;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.21;;;;"=""2020-12-30 06:52:33.478"""
333186;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:52:34.074"""
333187;W_Balkon_cyrspec_temp;zwave;Temperature;1.03;;;;"=""2020-12-30 06:55:32.896"""
333188;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.12;;;;"=""2020-12-30 06:55:33.053"""
333189;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:55:33.524"""
333190;W_Balkon_cyrspec_temp;zwave;Temperature;1;;;;"=""2020-12-30 06:58:28.339"""
333191;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.39;;;;"=""2020-12-30 06:58:28.497"""
333192;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 06:58:28.954"""
333193;W_Balkon_cyrspec_temp;zwave;Temperature;0.96;;;;"=""2020-12-30 07:01:23.727"""
333194;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.44;;;;"=""2020-12-30 07:01:23.902"""
333195;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 07:01:24.368"""
333196;W_Balkon_cyrspec_temp;zwave;Temperature;1;;;;"=""2020-12-30 07:04:23.260"""
333197;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.85;;;;"=""2020-12-30 07:04:23.437"""
333198;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 07:04:23.897"""
333199;W_Balkon_cyrspec_temp;zwave;Temperature;0.99;;;;"=""2020-12-30 07:07:18.626"""
333200;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.29;;;;"=""2020-12-30 07:07:18.799"""
333201;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 07:07:19.370"""
333202;W_Balkon_cyrspec_temp;zwave;Temperature;1.03;;;;"=""2020-12-30 07:10:13.982"""
333203;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.1;;;;"=""2020-12-30 07:10:14.149"""
333204;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 07:10:14.611"""
333205;W_Balkon_cyrspec_temp;zwave;Temperature;1;;;;"=""2020-12-30 07:13:09.348"""
333206;W_Balkon_cyrspec_moist;zwave;MoistPercent;106.93;;;;"=""2020-12-30 07:13:09.547"""
333207;W_Balkon_cyrspec_light;zwave;LightPercent;1.04;;;;"=""2020-12-30 07:13:09.958"""
333208;W_Balkon_cyrspec_light;zwave;LightPercent;8.88;;;;"=""2020-12-30 08:00:09.009"""
333209;W_Balkon_cyrspec_temp;zwave;Temperature;0.94;;;;"=""2020-12-30 08:03:04.437"""
333210;W_Balkon_cyrspec_moist;zwave;MoistPercent;105.7;;;;"=""2020-12-30 08:03:04.613"""
333211;W_Balkon_cyrspec_light;zwave;LightPercent;12.71;;;;"=""2020-12-30 08:03:05.061"""
333212;W_Balkon_cyrspec_light;zwave;LightPercent;19.68;;;;"=""2020-12-30 08:05:59.648"""
333213;W_Balkon_cyrspec_temp;zwave;Temperature;0.91;;;;"=""2020-12-30 08:08:59.233"""
333214;W_Balkon_cyrspec_moist;zwave;MoistPercent;106.19;;;;"=""2020-12-30 08:08:59.397"""
333215;W_Balkon_cyrspec_light;zwave;LightPercent;27.35;;;;"=""2020-12-30 08:08:59.850"""
333216;W_Balkon_cyrspec_light;zwave;LightPercent;29.09;;;;"=""2020-12-30 08:11:54.367"""
333217;W_Balkon_cyrspec_temp;zwave;Temperature;0.79;;;;"=""2020-12-30 08:17:48.838"""
333218;W_Balkon_cyrspec_moist;zwave;MoistPercent;105.97;;;;"=""2020-12-30 08:17:49.012"""
333219;W_Balkon_cyrspec_light;zwave;LightPercent;68.29;;;;"=""2020-12-30 08:17:49.456"""
333220;W_Balkon_cyrspec_temp;zwave;Temperature;0.78;;;;"=""2020-12-30 08:20:44.338"""
333221;W_Balkon_cyrspec_moist;zwave;MoistPercent;106.6;;;;"=""2020-12-30 08:20:44.494"""
333222;W_Balkon_cyrspec_light;zwave;LightPercent;93.9;;;;"=""2020-12-30 08:20:44.922"""
333223;H_Eingag_cyrspec_light;zwave;LightPercent;10.1;;;;"=""2020-12-30 08:21:11.692"""
333224;H_Eingag_cyrspec_temp;zwave;Temperature;3.61;;;;"=""2020-12-30 08:24:14.683"""
333225;H_Eingag_cyrspec_moist;zwave;MoistPercent;84.93;;;;"=""2020-12-30 08:24:14.710"""
333226;H_Eingag_cyrspec_light;zwave;LightPercent;12.89;;;;"=""2020-12-30 08:24:15.290"""
333227;H_Eingag_cyrspec_temp;zwave;Temperature;3.72;;;;"=""2020-12-30 08:39:10.888"""
333228;H_Eingag_cyrspec_moist;zwave;MoistPercent;84.73;;;;"=""2020-12-30 08:39:10.929"""
333229;H_Eingag_cyrspec_light;zwave;LightPercent;26.13;;;;"=""2020-12-30 08:39:11.508"""
333230;H_Eingag_cyrspec_light;zwave;LightPercent;20.03;;;;"=""2020-12-30 08:45:11.945"""
333231;H_Eingag_cyrspec_light;zwave;LightPercent;30.66;;;;"=""2020-12-30 08:48:10.560"""
333232;H_Eingag_cyrspec_temp;zwave;Temperature;3.76;;;;"=""2020-12-30 08:51:09.249"""
333233;H_Eingag_cyrspec_moist;zwave;MoistPercent;85.76;;;;"=""2020-12-30 08:51:09.292"""
333234;H_Eingag_cyrspec_light;zwave;LightPercent;53.31;;;;"=""2020-12-30 08:51:09.884"""
333235;H_Eingag_cyrspec_light;zwave;LightPercent;50;;;;"=""2020-12-30 09:00:08.570"""
333236;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 09:08:53.982"""
333237;H_Eingag_cyrspec_light;zwave;LightPercent;69.51;;;;"=""2020-12-30 09:09:07.985"""
333238;H_Eingag_cyrspec_light;zwave;LightPercent;89.19;;;;"=""2020-12-30 09:12:06.571"""
333239;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 09:12:15.489"""
333240;H_Eingag_cyrspec_temp;zwave;Temperature;3.6;;;;"=""2020-12-30 09:15:05.367"""
333241;H_Eingag_cyrspec_moist;zwave;MoistPercent;86.75;;;;"=""2020-12-30 09:15:05.407"""
333242;H_Eingag_cyrspec_light;zwave;LightPercent;98.78;;;;"=""2020-12-30 09:15:05.984"""
333243;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 09:36:56.928"""
333244;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 09:38:09.538"""
333245;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 09:42:08.651"""
333246;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 09:44:07.579"""
333247;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 10:11:25.780"""
333248;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 10:14:47.347"""
333249;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 10:17:50.965"""
333250;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 10:21:04.932"""
333251;LampeAussenwand;turn;91-0;67.44;66.10;1.34;459;"=""2020-12-30 10:21:44.181"""
333252;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 10:35:30.233"""
333253;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 10:38:44.162"""
333254;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 10:41:07.950"""
333255;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 10:44:21.881"""
333256;W_Balkon_cyrspec_temp;zwave;Temperature;1.8;;;;"=""2020-12-30 11:11:34.990"""
333257;W_Balkon_cyrspec_moist;zwave;MoistPercent;102.8;;;;"=""2020-12-30 11:11:35.134"""
333258;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 11:11:35.574"""
333259;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:17:30.172"""
333260;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:18:00.190"""
333261;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:18:03.867"""
333262;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:18:13.421"""
333263;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:22:13.519"""
333264;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:22:37.253"""
333265;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:23:06.737"""
333266;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:23:49.544"""
333267;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:23:52.145"""
333268;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:24:09.314"""
333269;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:24:17.730"""
333270;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:24:23.191"""
333271;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:25:05.666"""
333272;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:25:07.697"""
333273;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:25:56.096"""
333274;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:25:58.644"""
333275;H_Eingag_cyrspec_temp;zwave;Temperature;4.76;;;;"=""2020-12-30 11:35:45.932"""
333276;H_Eingag_cyrspec_moist;zwave;MoistPercent;86.43;;;;"=""2020-12-30 11:35:45.988"""
333277;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 11:35:46.565"""
333278;K_Ofen_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:36:32.364"""
333279;K_Ofen_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:36:41.278"""
333280;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:36:44.596"""
333281;K_Schub_Oben_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:37:24.023"""
333282;K_Schub_Oben_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:37:29.132"""
333283;K_Schub_Unten_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:37:36.132"""
333284;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:37:37.749"""
333285;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:37:41.161"""
333286;K_Schub_Mitte_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:37:41.734"""
333287;K_Schub_Mitte_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:37:41.966"""
333288;K_Schub_Unten_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:37:42.677"""
333289;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:39:16.526"""
333290;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:41:30.963"""
333291;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:43:15.346"""
333292;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:43:16.131"""
333293;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:43:18.080"""
333294;K_Ofen_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:43:47.919"""
333295;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 11:44:07.566"""
333296;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:44:09.472"""
333297;LampeAussenwand;turn;91-0;66.10;66.48;0.38;408;"=""2020-12-30 11:47:13.585"""
333298;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 11:50:28.216"""
333299;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 11:50:35.557"""
333300;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 11:54:52.775"""
333301;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 11:58:06.594"""
333302;K_Kuehl_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:00:14.512"""
333303;K_Kuehl_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:00:17.145"""
333304;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:00:20.034"""
333305;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:00:22.692"""
333306;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:00:23.974"""
333307;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:00:38.649"""
333308;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:01:28.469"""
333309;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:01:43.857"""
333310;K_Ofen_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:02:22.485"""
333311;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:05:48.005"""
333312;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:06:28.155"""
333313;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:09:53.742"""
333314;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:10:02.904"""
333315;H_Putz_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:10:09.579"""
333316;Drehschrank;turn;92-0;6.97;37.86;30.89;2499;"=""2020-12-30 12:10:10.373"""
333317;H_Putz_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:10:16.669"""
333318;Drehschrank;turn;92-0;37.86;9.41;28.45;2652;"=""2020-12-30 12:10:21.356"""
333319;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:10:26.560"""
333320;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:15:28.280"""
333321;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:15:34.880"""
333322;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:16:41.106"""
333323;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:19:02.156"""
333324;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:19:13.987"""
333325;W_Balkon_cyrspec_temp;zwave;Temperature;2.63;;;;"=""2020-12-30 12:19:20.451"""
333326;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.14;;;;"=""2020-12-30 12:19:20.630"""
333327;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:19:21.040"""
333328;W_Balkon_cyrspec_temp;zwave;Temperature;2.54;;;;"=""2020-12-30 12:22:19.946"""
333329;W_Balkon_cyrspec_moist;zwave;MoistPercent;107.27;;;;"=""2020-12-30 12:22:20.117"""
333330;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:22:20.652"""
333331;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-30 12:27:14.018"""
333332;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:27:37.244"""
333333;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:27:55.665"""
333334;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-30 12:30:35.410"""
333335;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:30:37.551"""
333336;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:30:39.070"""
333337;B_Schrank_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:30:50.036"""
333338;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:30:50.654"""
333339;W_Balkon_cyrspec_temp;zwave;Temperature;3.07;;;;"=""2020-12-30 12:31:18.096"""
333340;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.79;;;;"=""2020-12-30 12:31:18.263"""
333341;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:31:18.725"""
333342;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:32:38.292"""
333343;W_Balkon_cyrspec_temp;zwave;Temperature;2.78;;;;"=""2020-12-30 12:34:13.502"""
333344;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.07;;;;"=""2020-12-30 12:34:13.661"""
333345;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:34:14.161"""
333346;W_Balkon_cyrspec_temp;zwave;Temperature;3.08;;;;"=""2020-12-30 12:37:14.663"""
333347;W_Balkon_cyrspec_moist;zwave;MoistPercent;108.23;;;;"=""2020-12-30 12:37:14.829"""
333348;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:37:15.333"""
333349;H_Eingag_cyrspec_temp;zwave;Temperature;5.88;;;;"=""2020-12-30 12:38:29.442"""
333350;H_Eingag_cyrspec_moist;zwave;MoistPercent;83.56;;;;"=""2020-12-30 12:38:29.487"""
333351;H_Eingag_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:38:30.068"""
333352;W_Balkon_cyrspec_temp;zwave;Temperature;3.97;;;;"=""2020-12-30 12:40:09.915"""
333353;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.05;;;;"=""2020-12-30 12:40:10.099"""
333354;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:40:10.536"""
333355;W_Balkon_cyrspec_temp;zwave;Temperature;4.41;;;;"=""2020-12-30 12:43:13.238"""
333356;W_Balkon_cyrspec_moist;zwave;MoistPercent;106.99;;;;"=""2020-12-30 12:43:13.409"""
333357;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:43:13.811"""
333358;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:44:58.976"""
333359;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:45:01.509"""
333360;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:49:02.448"""
333361;W_Balkon_cyrspec_temp;zwave;Temperature;4.43;;;;"=""2020-12-30 12:49:07.068"""
333362;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.27;;;;"=""2020-12-30 12:49:07.243"""
333363;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:49:07.729"""
333364;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-30 12:49:07.873"""
333365;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:49:10.304"""
333366;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-30 12:49:11.653"""
333367;W_Balkon_cyrspec_temp;zwave;Temperature;3.89;;;;"=""2020-12-30 12:52:08.639"""
333368;W_Balkon_cyrspec_moist;zwave;MoistPercent;113.12;;;;"=""2020-12-30 12:52:08.796"""
333369;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:52:09.298"""
333370;W_Balkon_cyrspec_temp;zwave;Temperature;3.92;;;;"=""2020-12-30 12:55:05.420"""
333371;W_Balkon_cyrspec_moist;zwave;MoistPercent;114.42;;;;"=""2020-12-30 12:55:05.586"""
333372;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:55:06.068"""
333373;W_Balkon_cyrspec_temp;zwave;Temperature;3.95;;;;"=""2020-12-30 12:58:14.123"""
333374;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.78;;;;"=""2020-12-30 12:58:14.292"""
333375;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-30 12:58:14.771"""
333376;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-30 12:59:18.066"""
333377;W_Balkon_cyrspec_temp;zwave;Temperature;4.29;;;;"=""2020-12-30 13:01:15.143"""
